35.216220	-0.516351	886.922504
23.635782	-3.159273	3912.087939
3.906356	-4.625194	504.481991
15.751855	-7.100720	63.193486
0.820499	-4.316766	33.863729
9.545038	-1.329375	3382.072670
9.068539	-2.507094	2118.843285
40.988189	-1.983579	707.519846
29.903079	-2.208237	2649.156179
4.705627	-4.860507	617.593579
4.948120	-7.048297	56.499997
4.335467	-4.519673	800.194140
2.068274	-5.657132	20.652818
6.651881	-5.362644	271.521968
6.284333	-7.398759	26.754364
2.162253	-2.271516	2305.249701
4.514702	-6.118589	117.153686
5.682362	-6.940771	53.326137
5.458316	-5.448105	275.309676
8.471716	-7.132625	2.031881
5.647577	-6.123224	121.076904
6.397701	-6.875958	39.188550
4.299297	-6.544255	67.405894
5.456679	-4.688062	879.914068
5.073977	-5.557625	223.776517
5.720230	-5.750612	183.271530
3.576298	-5.879917	82.441447
5.799991	-7.434898	39.396892
4.966308	-6.047125	140.092550
4.551046	-7.785950	46.425410
4.698518	-5.294144	287.353671
4.998979	-4.114878	1536.314865
5.277993	-6.310217	104.672525
6.224506	-4.721828	792.759307
3.743726	-5.096644	220.784804
5.279444	-6.768219	67.893590
6.008436	-6.669519	57.617377
6.253093	-5.384605	293.254741
6.354715	-4.058197	1538.631341
4.516106	-6.968292	54.915837
5.453961	-7.748451	43.591045
10.040178	-7.154674	1.439796
6.071392	-4.399061	1200.056943
2.337333	-4.712145	109.213004
4.315307	-5.631660	170.449859
6.885763	-5.748169	141.384404
5.005008	-7.534401	48.659871
4.239660	-7.454396	43.201162
6.224082	-3.748792	2170.501497
5.081703	-4.592462	960.191740
4.388238	-3.599899	2501.976697
4.559807	-4.039519	1556.944384
5.625243	-5.062401	500.270434
5.627572	-4.020225	1894.949027
5.326744	-3.497340	2575.264733
3.307252	-5.180077	144.791055
6.051487	-5.048190	494.895948
5.729810	-4.351083	1297.525355
6.088763	-5.701324	183.487155
6.819109	-4.980423	470.562988
7.489480	-5.272326	231.607230
5.271717	-3.879620	2045.267366
6.593339	-4.676022	790.226471
5.338124	-2.735933	2101.275196
5.838521	-3.758797	2262.445265
5.689429	-3.448021	2534.411463
6.247108	-6.045261	113.679407
6.645319	-6.114068	86.410080
6.642224	-3.067707	2198.912192
5.116963	-3.173008	2702.722622
3.708551	-1.148911	925.607465
4.681701	-3.165891	2799.656921
5.975102	-6.309974	92.500754
6.762579	-6.585220	40.052879
7.916226	-5.222156	218.236093
7.395674	-4.515910	822.073759
3.946670	-3.512237	2486.076740
3.032531	-4.884678	172.378512
7.556589	-2.782260	1788.256736
7.369629	-1.364196	2455.121482
6.299209	-3.346071	2421.862075
5.904602	-3.158832	2440.656430
6.044679	-2.336348	1697.566952
5.763078	-2.771076	2084.071352
6.529218	-2.445740	1821.133119
4.989592	-1.635092	1373.085487
0.509160	-5.863273	3.055406
2.257563	-3.644874	518.814644
7.552300	-6.422762	23.410515
7.971347	-2.966069	1739.796686
3.608476	-3.798883	1513.004733
2.819999	-4.138401	437.952883
7.705230	-1.853626	2058.621821
0.449604	-0.727268	839.172644
0.510741	-2.207932	121.565161
1.736428	-3.476994	302.783455
3.126653	-4.430448	375.289524
1.936663	-4.817269	59.075761
0.473044	-4.136204	32.357111
3.783143	-3.015328	2953.503055
1.834205	-4.098658	149.478521
2.838093	-5.800184	41.788265
3.108964	-2.721166	3098.230382
6.884096	-1.524069	2459.816759
5.152386	-2.372704	1582.066981
2.542496	-2.288951	2801.492368
4.162630	-1.314461	1216.790764
4.037072	-2.644417	2436.998606
3.229012	-3.510389	1689.659874
2.173441	-7.356883	2.105428
2.514663	-3.072089	1430.710341
2.877886	-3.673856	919.343086
3.564004	-4.254398	671.662299
2.577661	-3.460570	914.535792
2.442844	-4.280455	234.685254
3.344743	-3.040872	2901.880905
1.352325	-4.533026	45.872335
3.903973	-2.162551	1594.943660
2.020427	-3.396485	551.690056
1.770761	-5.295077	25.570705
2.151732	-3.051250	1022.118773
1.115498	-4.911181	24.106568
2.180633	-4.000215	264.398750
0.539375	-1.718262	196.641516
0.462525	-3.722646	51.020619
1.961060	-2.730375	1182.968967
1.627136	-3.823826	169.911403
5.786336	-1.848198	1563.664595
