35.216220	-0.516351	953.875524
23.635782	-3.159273	2601.391223
3.906356	-4.625194	303.520808
15.751855	-7.100720	162.715630
0.820499	-4.316766	23.083863
9.545038	-1.329375	3903.010757
9.068539	-2.507094	2750.273306
40.988189	-1.983579	547.677676
29.903079	-2.208237	2522.319358
4.705627	-4.860507	422.631101
4.948120	-7.048297	33.613250
4.335467	-4.519673	522.316186
2.068274	-5.657132	11.001115
6.651881	-5.362644	320.548780
6.284333	-7.398759	42.229148
2.162253	-2.271516	1777.584551
4.514702	-6.118589	67.591263
5.682362	-6.940771	51.403751
5.458316	-5.448105	232.317141
8.471716	-7.132625	15.510762
5.647577	-6.123224	111.979690
6.397701	-6.875958	58.259562
4.299297	-6.544255	33.343486
5.456679	-4.688062	750.402992
5.073977	-5.557625	161.101154
5.720230	-5.750612	172.089087
3.576298	-5.879917	41.234706
5.799991	-7.434898	40.690916
4.966308	-6.047125	95.590357
4.551046	-7.785950	22.444128
4.698518	-5.294144	188.283983
4.998979	-4.114878	1180.047802
5.277993	-6.310217	81.512506
6.224506	-4.721828	803.001313
3.743726	-5.096644	123.686189
5.279444	-6.768219	51.273364
6.008436	-6.669519	66.726948
6.253093	-5.384605	315.548183
6.354715	-4.058197	1635.549024
4.516106	-6.968292	27.276607
5.453961	-7.748451	32.713330
10.040178	-7.154674	9.165597
6.071392	-4.399061	1197.280032
2.337333	-4.712145	64.701032
4.315307	-5.631660	100.021311
6.885763	-5.748169	192.044825
5.005008	-7.534401	28.551138
4.239660	-7.454396	19.057847
6.224082	-3.748792	2479.276376
5.081703	-4.592462	728.631719
4.388238	-3.599899	1782.418417
4.559807	-4.039519	1083.564997
5.625243	-5.062401	444.664060
5.627572	-4.020225	1787.546393
5.326744	-3.497340	2433.702184
3.307252	-5.180077	78.828120
6.051487	-5.048190	490.814830
5.729810	-4.351083	1199.047789
6.088763	-5.701324	195.304423
6.819109	-4.980423	521.881370
7.489480	-5.272326	281.915146
5.271717	-3.879620	1789.724207
6.593339	-4.676022	837.120755
5.338124	-2.735933	2195.338597
5.838521	-3.758797	2363.414474
5.689429	-3.448021	2687.867652
6.247108	-6.045261	134.594998
6.645319	-6.114068	123.442099
6.642224	-3.067707	3468.538535
5.116963	-3.173008	2486.627690
3.708551	-1.148911	1124.285500
4.681701	-3.165891	2260.854624
5.975102	-6.309974	100.245127
6.762579	-6.585220	71.578664
7.916226	-5.222156	246.852642
7.395674	-4.515910	822.858925
3.946670	-3.512237	1669.100470
3.032531	-4.884678	97.350322
7.556589	-2.782260	3144.172692
7.369629	-1.364196	2717.884026
6.299209	-3.346071	3205.633943
5.904602	-3.158832	2947.226990
6.044679	-2.336348	2226.422770
5.763078	-2.771076	2505.229971
6.529218	-2.445740	2814.194724
4.989592	-1.635092	1347.805112
0.509160	-5.863273	1.754628
2.257563	-3.644874	345.488796
7.552300	-6.422762	59.394109
7.971347	-2.966069	2543.405452
3.608476	-3.798883	965.522506
2.819999	-4.138401	269.696566
7.705230	-1.853626	2746.380374
0.449604	-0.727268	1033.061340
0.510741	-2.207932	109.872328
1.736428	-3.476994	212.552262
3.126653	-4.430448	223.020086
1.936663	-4.817269	35.518940
0.473044	-4.136204	22.832241
3.783143	-3.015328	2075.432948
1.834205	-4.098658	98.029386
2.838093	-5.800184	20.895081
3.108964	-2.721166	2209.622108
6.884096	-1.524069	2570.920956
5.152386	-2.372704	1566.624125
2.542496	-2.288951	2113.764585
4.162630	-1.314461	1421.516066
4.037072	-2.644417	1929.827805
3.229012	-3.510389	1095.862986
2.173441	-7.356883	0.856560
2.514663	-3.072089	988.039460
2.877886	-3.673856	590.129644
3.564004	-4.254398	407.746677
2.577661	-3.460570	606.680351
2.442844	-4.280455	144.799893
3.344743	-3.040872	1973.137161
1.352325	-4.533026	29.870260
3.903973	-2.162551	1395.083712
2.020427	-3.396485	381.086045
1.770761	-5.295077	14.711584
2.151732	-3.051250	721.695679
1.115498	-4.911181	15.340344
2.180633	-4.000215	170.691923
0.539375	-1.718262	211.185012
0.462525	-3.722646	37.933229
1.961060	-2.730375	880.957013
1.627136	-3.823826	116.419486
5.786336	-1.848198	1621.806041
0.839437	-3.382675	64.695505
1.272630	-3.867234	75.321152
1.695745	-4.484022	47.023707
1.153939	-3.472869	99.870693
1.465613	-3.224316	212.825512
3.548075	-6.290945	21.985911
0.786054	-4.793200	14.891172
1.136278	-4.191071	37.150684
4.494063	-2.707317	1944.936720
0.204812	-1.393935	301.497128
1.473981	-1.992217	1059.238442
1.558940	-2.822933	445.369926
2.620367	-5.024320	52.506865
1.288609	-2.439698	434.624061
3.480077	-7.778262	7.549058
0.537561	-7.822020	0.015627
6.880245	-2.104884	2726.156700
7.112806	-3.218395	3230.712776
4.743586	-2.351205	1480.722418
0.345483	-2.983469	56.977058
4.246693	-1.801031	1152.686413
4.507354	-0.995916	2493.645606
3.198931	-2.284473	1855.856632
3.275527	-0.326249	1187.655400
4.449623	-0.504116	1524.761849
2.689492	-1.154154	692.786495
1.945506	-1.916593	1599.572800
1.341281	-1.514074	1131.463429
2.086051	-0.809962	611.680883
2.017884	-1.504365	1157.906485
1.656231	-1.232861	945.747965
0.244792	-0.333333	11439.709952
2.936281	-1.533327	946.395499
1.719481	-0.874625	569.362623
3.659383	-0.594585	1182.193772
2.266603	-1.204353	713.708876
2.524545	-0.245869	1073.296222
1.559552	-0.498177	600.856219
1.849493	-0.187645	1657.425935
2.862572	-0.572118	982.392843
2.170914	-0.433514	1016.666409
6.511231	-1.175063	2104.871419
5.253391	-0.891044	2547.467512
7.437034	-2.290716	2983.273394
7.528826	-0.954058	2636.409598
8.161520	-5.561961	137.992076
9.300530	-2.754815	2361.546793
6.205327	-0.261502	1276.593842
8.062153	-0.443317	2028.315891
5.830380	-0.453552	1102.632954
0.722395	-2.976831	77.781470
0.169304	-3.433198	42.756939
0.887653	-2.534627	144.371062
0.176178	-2.550271	65.757999
4.951694	-1.190793	2674.814067
5.679410	-0.916766	1966.073977
0.983809	-1.362127	879.780423
4.055731	-0.268336	1276.913895
1.178809	-0.310532	3110.552211
0.894038	-0.704467	1722.573324
5.500054	-0.192051	1215.592461
4.800142	-0.235780	1053.742919
5.974318	-1.333295	1957.598856
6.591269	-0.566483	1454.314881
6.995317	-0.304981	1326.994396
5.159570	-0.427830	1997.660062
3.215971	-5.628404	40.639117
3.929279	-5.543891	79.322473
2.517209	-5.491499	22.901926
1.990221	-6.106444	3.980272
0.250384	-6.430725	0.575248
3.845953	-6.596398	21.106306
3.658460	-7.012748	13.222401
2.353883	-6.485838	3.771978
2.752820	-6.345211	9.873622
1.231668	-6.265860	1.066604
2.165240	-6.860503	1.401617
1.293017	-5.339984	8.175289
1.708760	-7.490846	0.267635
1.639749	-6.338754	1.542514
0.972838	-6.643505	0.340357
1.034135	-5.805972	2.453414
