48# Number of electrodes
# x z
0     0
1     0
2     0
3     0
4     0
5     0
6     0
7     0
8     0
9     0
10     0
11     0
12     0
13     0
14     0
15     0
16     0
17     0
18     0
19     0
20     0
21     0
22     0
23     0
24     0
25     0
26     0
27     0
28     0
29     0
30     0
31     0
32     0
33     0
34     0
35     0
36     0
37     0
38     0
39     0
40     0
41     0
42     0
43     0
44     0
45     0
46     0
47     0
909# Number of data
# a b m n rhoa
1	4	2	3	1012.981
2	5	3	4	1043.542
3	6	4	5	1452.979
4	7	5	6	1420.750
5	8	6	7	1739.108
6	9	7	8	1781.316
7	10	8	9	2521.854
8	11	9	10	3952.869
9	12	10	11	3801.861
10	13	11	12	4827.645
11	14	12	13	4639.859
12	15	13	14	4427.941
13	16	14	15	5090.900
14	17	15	16	4909.870
15	18	16	17	5173.586
16	19	17	18	4657.362
17	20	18	19	4059.224
18	21	19	20	3732.475
19	22	20	21	2701.307
20	23	21	22	2707.262
21	24	22	23	1674.483
22	25	23	24	1885.365
23	26	24	25	2154.685
24	27	25	26	1958.727
25	28	26	27	3028.082
26	29	27	28	2963.724
27	30	28	29	3021.500
28	31	29	30	3029.464
29	32	30	31	2811.550
30	33	31	32	2367.758
31	34	32	33	2330.614
32	35	33	34	1757.173
33	36	34	35	1480.333
34	37	35	36	1251.755
35	38	36	37	1142.343
36	39	37	38	1027.670
37	40	38	39	866.919
38	41	39	40	1162.816
39	42	40	41	993.240
40	43	41	42	1110.145
41	44	42	43	1436.153
42	45	43	44	1746.790
43	46	44	45	1915.137
44	47	45	46	3107.094
45	48	46	47	3538.472
1	7	3	5	1100.931
2	8	4	6	1473.224
3	9	5	7	1724.037
4	10	6	8	1686.378
5	11	7	9	2028.877
6	12	8	10	2899.050
7	13	9	11	3062.559
8	14	10	12	3102.896
9	15	11	13	3603.849
10	16	12	14	3849.136
11	17	13	15	3639.355
12	18	14	16	3729.314
13	19	15	17	4057.754
14	20	16	18	3764.539
15	21	17	19	3594.130
16	22	18	20	3234.744
17	23	19	21	3013.931
18	24	20	22	2719.060
19	25	21	23	2360.218
20	26	22	24	2233.450
21	27	23	25	2302.700
22	28	24	26	2170.065
23	29	25	27	2282.560
24	30	26	28	2615.113
25	31	27	29	2406.325
26	32	28	30	2156.362
27	33	29	31	2163.210
28	34	30	32	2065.208
29	35	31	33	1889.566
30	36	32	34	1648.631
31	37	33	35	1398.200
32	38	34	36	1258.102
33	39	35	37	1187.183
34	40	36	38	975.651
35	41	37	39	838.400
36	42	38	40	1047.379
37	43	39	41	1163.215
38	44	40	42	1043.925
39	45	41	43	1201.429
40	46	42	44	1565.592
41	47	43	45	1813.189
42	48	44	46	2444.777
1	10	4	7	1376.359
2	11	5	8	1325.028
3	12	6	9	1518.699
4	13	7	10	1921.409
5	14	8	11	2455.835
6	15	9	12	2867.592
7	16	10	13	2981.602
8	17	11	14	2599.275
9	18	12	15	2544.179
10	19	13	16	2742.603
11	20	14	17	2875.445
12	21	15	18	2996.596
13	22	16	19	3048.489
14	23	17	20	2914.023
15	24	18	21	2767.538
16	25	19	22	2618.069
17	26	20	23	2368.549
18	27	21	24	2183.584
19	28	22	25	1981.573
20	29	23	26	2039.129
21	30	24	27	2149.833
22	31	25	28	2141.565
23	32	26	29	2092.570
24	33	27	30	1822.958
25	34	28	31	1682.382
26	35	29	32	1494.797
27	36	30	33	1533.327
28	37	31	34	1431.645
29	38	32	35	1332.924
30	39	33	36	1175.260
31	40	34	37	1075.956
32	41	35	38	946.047
33	42	36	39	894.261
34	43	37	40	932.402
35	44	38	41	981.051
36	45	39	42	1076.943
37	46	40	43	1145.801
38	47	41	44	1327.047
39	48	42	45	1489.929
1	13	5	9	1073.639
2	14	6	10	1481.906
3	15	7	11	1815.106
4	16	8	12	2044.183
5	17	9	13	2188.202
6	18	10	14	2104.135
7	19	11	15	1995.343
8	20	12	16	1826.531
9	21	13	17	1902.048
10	22	14	18	2090.697
11	23	15	19	2438.269
12	24	16	20	2514.073
13	25	17	21	2384.784
14	26	18	22	2304.663
15	27	19	23	1955.722
16	28	20	24	1797.015
17	29	21	25	1725.548
18	30	22	26	1559.294
19	31	23	27	1772.955
20	32	24	28	1823.383
21	33	25	29	1692.469
22	34	26	30	1741.545
23	35	27	31	1472.922
24	36	28	32	1338.768
25	37	29	33	1241.526
26	38	30	34	1145.287
27	39	31	35	1152.923
28	40	32	36	1063.199
29	41	33	37	933.587
30	42	34	38	890.544
31	43	35	39	828.990
32	44	36	40	857.872
33	45	37	41	898.171
34	46	38	42	928.814
35	47	39	43	1074.170
36	48	40	44	1145.061
1	16	6	11	1287.110
2	17	7	12	1329.474
3	18	8	13	1478.724
4	19	9	14	1466.270
5	20	10	15	1475.542
6	21	11	16	1536.724
7	22	12	17	1473.149
8	23	13	18	1496.885
9	24	14	19	1629.559
10	25	15	20	1871.745
11	26	16	21	1989.995
12	27	17	22	1747.466
13	28	18	23	1574.344
14	29	19	24	1398.453
15	30	20	25	1309.088
16	31	21	26	1262.830
17	32	22	27	1267.754
18	33	23	28	1331.502
19	34	24	29	1386.151
20	35	25	30	1399.354
