48# Number of electrodes
# x z
0     0
1     0
2     0
3     0
4     0
5     0
6     0
7     0
8     0
9     0
10     0
11     0
12     0
13     0
14     0
15     0
16     0
17     0
18     0
19     0
20     0
21     0
22     0
23     0
24     0
25     0
26     0
27     0
28     0
29     0
30     0
31     0
32     0
33     0
34     0
35     0
36     0
37     0
38     0
39     0
40     0
41     0
42     0
43     0
44     0
45     0
46     0
47     0
909# Number of data
# a b m n rhoa
1	4	2	3	949.659
2	5	3	4	991.979
3	6	4	5	1365.245
4	7	5	6	1327.549
5	8	6	7	1666.207
6	9	7	8	1729.045
7	10	8	9	2411.593
8	11	9	10	3840.613
9	12	10	11	3718.317
10	13	11	12	4673.850
11	14	12	13	4332.721
12	15	13	14	4362.222
13	16	14	15	4684.256
14	17	15	16	4737.449
15	18	16	17	4986.217
16	19	17	18	4401.091
17	20	18	19	3983.349
18	21	19	20	3605.374
19	22	20	21	2562.547
20	23	21	22	2629.776
21	24	22	23	1660.559
22	25	23	24	1818.196
23	26	24	25	2056.513
24	27	25	26	1900.990
25	28	26	27	2854.352
26	29	27	28	2808.517
27	30	28	29	2898.364
28	31	29	30	2844.536
29	32	30	31	2744.529
30	33	31	32	2237.244
31	34	32	33	2209.782
32	35	33	34	1639.974
33	36	34	35	1381.642
34	37	35	36	1176.892
35	38	36	37	1074.493
36	39	37	38	983.219
37	40	38	39	827.284
38	41	39	40	1118.114
39	42	40	41	954.596
40	43	41	42	1060.137
41	44	42	43	1389.840
42	45	43	44	1663.231
43	46	44	45	1828.137
44	47	45	46	2972.472
45	48	46	47	3343.140
1	7	3	5	1064.818
2	8	4	6	1406.780
3	9	5	7	1657.396
4	10	6	8	1648.637
5	11	7	9	1965.363
6	12	8	10	2826.581
7	13	9	11	3014.860
8	14	10	12	3009.483
9	15	11	13	3435.681
10	16	12	14	3793.316
11	17	13	15	3628.580
12	18	14	16	3693.435
13	19	15	17	3894.300
14	20	16	18	3628.193
15	21	17	19	3529.997
16	22	18	20	3262.981
17	23	19	21	2944.365
18	24	20	22	2594.613
19	25	21	23	2318.082
20	26	22	24	2212.364
21	27	23	25	2232.954
22	28	24	26	2098.963
23	29	25	27	2217.922
24	30	26	28	2546.499
25	31	27	29	2334.429
26	32	28	30	2086.239
27	33	29	31	2094.809
28	34	30	32	2019.036
29	35	31	33	1834.671
30	36	32	34	1591.473
31	37	33	35	1348.101
32	38	34	36	1211.953
33	39	35	37	1148.257
34	40	36	38	945.940
35	41	37	39	815.496
36	42	38	40	1018.091
37	43	39	41	1123.219
38	44	40	42	1013.646
39	45	41	43	1185.305
40	46	42	44	1525.155
41	47	43	45	1761.512
42	48	44	46	2393.770
1	10	4	7	1342.385
2	11	5	8	1304.171
3	12	6	9	1505.450
4	13	7	10	1902.201
5	14	8	11	2407.486
6	15	9	12	2789.161
7	16	10	13	2875.632
8	17	11	14	2602.760
9	18	12	15	2573.035
10	19	13	16	2747.415
11	20	14	17	2829.918
12	21	15	18	2909.769
13	22	16	19	2949.192
14	23	17	20	2912.648
15	24	18	21	2762.428
16	25	19	22	2581.105
17	26	20	23	2317.184
18	27	21	24	2147.329
19	28	22	25	1959.623
20	29	23	26	2012.579
21	30	24	27	2108.246
22	31	25	28	2091.669
23	32	26	29	2043.816
24	33	27	30	1782.245
25	34	28	31	1654.855
26	35	29	32	1479.861
27	36	30	33	1520.472
28	37	31	34	1405.071
29	38	32	35	1300.011
30	39	33	36	1143.594
31	40	34	37	1049.958
32	41	35	38	928.362
33	42	36	39	878.149
34	43	37	40	914.796
35	44	38	41	960.779
36	45	39	42	1060.500
37	46	40	43	1130.795
38	47	41	44	1308.702
39	48	42	45	1471.938
1	13	5	9	1074.340
2	14	6	10	1491.691
3	15	7	11	1793.546
4	16	8	12	2002.448
5	17	9	13	2149.578
6	18	10	14	2112.237
7	19	11	15	1991.357
8	20	12	16	1829.254
9	21	13	17	1902.114
10	22	14	18	2090.924
11	23	15	19	2397.885
12	24	16	20	2466.551
13	25	17	21	2339.156
14	26	18	22	2314.141
15	27	19	23	1957.945
16	28	20	24	1792.077
17	29	21	25	1721.759
18	30	22	26	1559.971
19	31	23	27	1746.226
20	32	24	28	1796.849
21	33	25	29	1665.432
22	34	26	30	1698.806
23	35	27	31	1460.256
24	36	28	32	1332.404
25	37	29	33	1237.960
26	38	30	34	1147.169
27	39	31	35	1136.760
28	40	32	36	1046.155
29	41	33	37	915.800
30	42	34	38	873.381
31	43	35	39	822.085
32	44	36	40	852.449
33	45	37	41	892.151
34	46	38	42	920.934
35	47	39	43	1071.854
36	48	40	44	1136.217
1	16	6	11	1285.428
2	17	7	12	1312.222
3	18	8	13	1481.443
4	19	9	14	1484.194
5	20	10	15	1477.107
6	21	11	16	1525.463
7	22	12	17	1480.360
8	23	13	18	1490.573
9	24	14	19	1643.531
10	25	15	20	1854.601
11	26	16	21	1956.751
12	27	17	22	1718.586
13	28	18	23	1581.350
14	29	19	24	1432.525
15	30	20	25	1324.311
16	31	21	26	1272.534
17	32	22	27	1272.447
18	33	23	28	1316.686
19	34	24	29	1369.891
20	35	25	30	1393.173
21	36	26	31	1428.261
22	37	27	32	1274.398
23	38	28	33	1117.034
24	39	29	34	1044.157
25	40	30	35	952.574
26	41	31	36	867.167
27	42	32	37	859.177
28	43	33	38	766.152
29	44	34	39	724.701
30	45	35	40	767.523
31	46	36	41	792.767
32	47	37	42	810.029
33	48	38	43	897.519
1	19	7	13	959.076
2	20	8	14	1016.288
3	21	9	15	1108.526
4	22	10	16	1119.837
5	23	11	17	1241.042
6	24	12	18	1245.879
7	25	13	19	1303.055
8	26	14	20	1352.487
9	27	15	21	1263.760
10	28	16	22	1261.476
11	29	17	23	1157.484
12	30	18	24	1117.607
13	31	19	25	1018.051
14	32	20	26	932.911
15	33	21	27	921.304
16	34	22	28	930.879
17	35	23	29	1031.138
18	36	24	30	1074.547
19	37	25	31	1133.003
20	38	26	32	1214.728
21	39	27	33	1108.625
22	40	28	34	973.612
23	41	29	35	849.611
24	42	30	36	814.389
25	43	31	37	750.205
26	44	32	38	674.068
27	45	33	39	640.787
28	46	34	40	664.315
29	47	35	41	673.089
30	48	36	42	666.734
1	22	8	15	781.434
2	23	9	16	912.698
3	24	10	17	976.315
4	25	11	18	1001.217
5	26	12	19	1049.006
6	27	13	20	1002.289
7	28	14	21	931.439
8	29	15	22	830.441
9	30	16	23	755.132
10	31	17	24	732.248
11	32	18	25	758.573
12	33	19	26	670.591
13	34	20	27	692.807
14	35	21	28	690.147
15	36	22	29	702.610
16	37	23	30	796.297
17	38	24	31	883.376
18	39	25	32	924.639
19	40	26	33	989.465
20	41	27	34	926.457
21	42	28	35	839.999
22	43	29	36	763.863
23	44	30	37	681.139
24	45	31	38	634.560
25	46	32	39	578.267
26	47	33	40	559.985
27	48	34	41	567.951
1	25	9	17	776.458
2	26	10	18	803.686
3	27	11	19	770.851
4	28	12	20	722.312
5	29	13	21	660.932
6	30	14	22	632.435
7	31	15	23	567.878
8	32	16	24	501.326
9	33	17	25	440.658
10	34	18	26	492.215
11	35	19	27	507.376
12	36	20	28	532.304
13	37	21	29	532.486
14	38	22	30	557.490
15	39	23	31	643.769
16	40	24	32	695.783
17	41	25	33	757.152
18	42	26	34	805.037
19	43	27	35	765.488
20	44	28	36	716.152
21	45	29	37	656.969
22	46	30	38	600.640
23	47	31	39	548.568
24	48	32	40	499.227
1	28	10	19	563.314
2	29	11	20	527.930
3	30	12	21	447.138
4	31	13	22	440.763
5	32	14	23	403.629
6	33	15	24	374.032
7	34	16	25	364.519
8	35	17	26	317.149
9	36	18	27	341.187
10	37	19	28	376.982
11	38	20	29	407.369
12	39	21	30	431.581
13	40	22	31	456.974
14	41	23	32	512.340
15	42	24	33	570.209
16	43	25	34	605.370
17	44	26	35	647.013
18	45	27	36	630.357
19	46	28	37	592.354
20	47	29	38	534.579
21	48	30	39	495.313
1	31	11	21	376.757
2	32	12	22	296.775
3	33	13	23	265.896
4	34	14	24	286.844
5	35	15	25	271.508
6	36	16	26	276.903
7	37	17	27	277.133
8	38	18	28	279.353
9	39	19	29	295.385
10	40	20	30	335.801
11	41	21	31	345.548
12	42	22	32	404.863
13	43	23	33	434.212
14	44	24	34	449.243
15	45	25	35	488.784
16	46	26	36	518.638
17	47	27	37	491.226
18	48	28	38	452.185
1	34	12	23	205.764
2	35	13	24	206.726
3	36	14	25	207.776
4	37	15	26	225.004
5	38	16	27	231.878
6	39	17	28	228.458
7	40	18	29	245.143
8	41	19	30	240.208
9	42	20	31	272.035
10	43	21	32	268.994
11	44	22	33	313.325
12	45	23	34	378.516
13	46	24	35	376.336
14	47	25	36	384.461
15	48	26	37	371.883
1	37	13	25	174.096
2	38	14	26	181.796
3	39	15	27	164.625
4	40	16	28	206.988
5	41	17	29	199.905
6	42	18	30	225.618
7	43	19	31	215.371
8	44	20	32	226.786
9	45	21	33	256.238
10	46	22	34	267.269
11	47	23	35	288.339
12	48	24	36	311.741
1	40	14	27	171.383
2	41	15	28	163.963
3	42	16	29	161.701
4	43	17	30	187.880
5	44	18	31	178.979
6	45	19	32	202.724
7	46	20	33	191.620
8	47	21	34	186.773
9	48	22	35	202.620
1	43	15	29	162.339
2	44	16	30	157.280
3	45	17	31	136.386
4	46	18	32	172.729
5	47	19	33	156.521
6	48	20	34	148.012
1	46	16	31	120.815
2	47	17	32	117.884
3	48	18	33	113.688
1	2	4	3	1017.114
2	3	5	4	1193.837
3	4	6	5	1047.284
4	5	7	6	1677.236
5	6	8	7	1387.173
6	7	9	8	1520.545
7	8	10	9	2118.382
8	9	11	10	3344.907
9	10	12	11	6047.608
10	11	13	12	4743.142
11	12	14	13	4670.285
12	13	15	14	4156.322
13	14	16	15	4621.342
14	15	17	16	6057.039
15	16	18	17	5407.415
16	17	19	18	4790.072
17	18	20	19	4123.838
18	19	21	20	3521.369
19	20	22	21	3515.580
20	21	23	22	1582.458
21	22	24	23	1743.169
22	23	25	24	1495.872
23	24	26	25	1451.451
24	25	27	26	2438.763
25	26	28	27	2348.772
26	27	29	28	3477.551
27	28	30	29	3475.311
28	29	31	30	2893.834
29	30	32	31	2735.378
30	31	33	32	3031.375
31	32	34	33	1980.471
32	33	35	34	1763.354
33	34	36	35	1477.748
34	35	37	36	1118.096
35	36	38	37	900.524
36	37	39	38	1013.362
37	38	40	39	1181.527
38	39	41	40	668.050
39	40	42	41	982.101
40	41	43	42	1165.369
41	42	44	43	1227.003
42	43	45	44	1562.682
43	44	46	45	2115.796
44	45	47	46	2071.283
45	46	48	47	3881.077
1	2	5	4	836.099
2	3	6	5	1135.848
3	4	7	6	1337.047
4	5	8	7	1513.568
5	6	9	8	1992.096
6	7	10	9	2403.852
7	8	11	10	2359.774
8	9	12	11	3419.832
9	10	13	12	5168.150
10	11	14	13	3937.858
11	12	15	14	3839.456
12	13	16	15	4919.725
13	14	17	16	4967.883
14	15	18	17	5107.340
15	16	19	18	4928.890
16	17	20	19	4363.743
17	18	21	20	3274.481
18	19	22	21	3438.414
19	20	23	22	2202.279
20	21	24	23	1950.326
21	22	25	24	2073.089
22	23	26	25	1447.364
23	24	27	26	2516.302
24	25	28	27	2496.422
25	26	29	28	2352.514
26	27	30	29	3114.147
27	28	31	30	3282.987
28	29	32	31	2909.586
29	30	33	32	2612.233
30	31	34	33	2206.528
31	32	35	34	1694.091
32	33	36	35	1461.167
33	34	37	36	1166.001
34	35	38	37	949.271
35	36	39	38	937.894
36	37	40	39	1228.661
37	38	41	40	862.082
38	39	42	41	648.463
39	40	43	42	1291.599
40	41	44	43	1261.134
41	42	45	44	1226.683
42	43	46	45	1881.667
43	44	47	46	2093.145
44	45	48	47	2678.908
1	2	6	5	897.738
2	3	7	6	1377.896
3	4	8	7	1170.786
4	5	9	8	2080.960
5	6	10	9	2703.676
6	7	11	10	2815.325
7	8	12	11	2395.143
8	9	13	12	3067.085
9	10	14	13	4040.506
10	11	15	14	3712.809
11	12	16	15	4314.309
12	13	17	16	4993.724
13	14	18	17	4622.250
14	15	19	18	4651.069
15	16	20	19	4471.254
16	17	21	20	3572.817
17	18	22	21	3265.185
18	19	23	22	2408.567
19	20	24	23	2740.328
20	21	25	24	2313.441
21	22	26	25	2041.123
22	23	27	26	2336.973
23	24	28	27	2620.775
24	25	29	28	2432.502
25	26	30	29	2139.908
26	27	31	30	3011.741
27	28	32	31	2813.438
28	29	33	32	2601.132
29	30	34	33	1934.601
30	31	35	34	1918.047
31	32	36	35	1421.844
32	33	37	36	1283.545
33	34	38	37	969.878
34	35	39	38	940.333
35	36	40	39	1218.459
36	37	41	40	925.021
37	38	42	41	735.322
38	39	43	42	810.542
39	40	44	43	1274.377
40	41	45	44	1137.501
41	42	46	45	1382.049
42	43	47	46	1803.290
43	44	48	47	2493.791
1	2	7	6	1114.358
2	3	8	7	1176.950
3	4	9	8	1462.208
4	5	10	9	2745.438
5	6	11	10	2932.236
6	7	12	11	2605.408
7	8	13	12	2165.775
8	9	14	13	2579.106
9	10	15	14	4130.040
10	11	16	15	4467.387
11	12	17	16	5169.027
12	13	18	17	5068.834
13	14	19	18	4208.809
14	15	20	19	3972.684
15	16	21	20	3390.315
16	17	22	21	3352.850
17	18	23	22	2231.117
18	19	24	23	2874.708
19	20	25	24	2972.270
20	21	26	25	2149.053
21	22	27	26	3101.393
22	23	28	27	2237.156
23	24	29	28	2469.856
24	25	30	29	2231.753
25	26	31	30	2112.412
26	27	32	31	2567.769
27	28	33	32	2540.762
28	29	34	33	1826.752
29	30	35	34	1603.151
30	31	36	35	1468.030
31	32	37	36	1240.139
32	33	38	37	1068.050
33	34	39	38	889.925
34	35	40	39	1143.094
35	36	41	40	916.707
36	37	42	41	796.024
37	38	43	42	890.268
38	39	44	43	795.130
39	40	45	44	1094.157
40	41	46	45	1275.020
41	42	47	46	1322.188
42	43	48	47	2142.760
1	2	8	7	993.098
2	3	9	8	1593.430
3	4	10	9	1840.069
4	5	11	10	2632.806
5	6	12	11	2828.982
6	7	13	12	2647.842
7	8	14	13	1595.775
8	9	15	14	2410.149
9	10	16	15	4262.380
10	11	17	16	4416.157
11	12	18	17	3018.391
12	13	19	18	3823.478
13	14	20	19	3702.654
14	15	21	20	3129.649
15	16	22	21	3526.762
16	17	23	22	2426.570
17	18	24	23	2589.049
18	19	25	24	2948.782
19	20	26	25	2604.540
20	21	27	26	3116.566
21	22	28	27	2857.521
22	23	29	28	1981.633
23	24	30	29	2190.216
24	25	31	30	2148.052
25	26	32	31	1905.770
26	27	33	32	2392.746
27	28	34	33	1694.917
28	29	35	34	1508.324
29	30	36	35	1351.433
30	31	37	36	1374.082
31	32	38	37	977.073
32	33	39	38	963.351
33	34	40	39	1103.993
34	35	41	40	881.120
35	36	42	41	777.707
36	37	43	42	940.737
37	38	44	43	832.837
38	39	45	44	746.231
39	40	46	45	1341.786
40	41	47	46	1243.861
41	42	48	47	1543.890
1	3	9	7	1252.111
2	4	10	8	1680.747
3	5	11	9	2445.494
4	6	12	10	2790.003
5	7	13	11	2605.338
6	8	14	12	2112.612
7	9	15	13	2211.648
8	10	16	14	3569.072
9	11	17	15	4390.824
10	12	18	16	4338.417
11	13	19	17	4167.384
12	14	20	18	3957.121
13	15	21	19	3505.328
14	16	22	20	3256.139
15	17	23	21	3003.475
16	18	24	22	2422.452
17	19	25	23	2787.058
18	20	26	24	2832.935
