21
# x y z
-10	0	0
-9	0	0
-8	0	0
-7	0	0
-6	0	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
171
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00001954673407e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.60193816465710e+01	0.00000000000000e+00	1
2	3	4	5	1.00001955123550e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.80880959819465e+01	0.00000000000000e+00	1
3	4	5	6	1.00001955835628e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.52831251628127e+01	0.00000000000000e+00	1
4	5	6	7	1.00001955425264e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.68259931623103e+01	0.00000000000000e+00	1
5	6	7	8	1.00001956207299e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.50214604037180e+01	0.00000000000000e+00	1
6	7	8	9	1.00001956962419e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.58566756531896e+01	0.00000000000000e+00	1
7	8	9	10	1.00001957999978e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.49751852231902e+01	0.00000000000000e+00	1
8	9	10	11	1.00001956254923e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.62297036472879e+01	0.00000000000000e+00	1
9	10	11	12	1.00001953077316e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.67255934299102e+01	0.00000000000000e+00	1
10	11	12	13	1.00001952829494e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.57460541146342e+01	0.00000000000000e+00	1
11	12	13	14	1.00001956563243e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.53580561088236e+01	0.00000000000000e+00	1
12	13	14	15	1.00001957785660e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.57796083751985e+01	0.00000000000000e+00	1
13	14	15	16	1.00001956766211e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.64983026380817e+01	0.00000000000000e+00	1
14	15	16	17	1.00001955608088e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.54770528307218e+01	0.00000000000000e+00	1
15	16	17	18	1.00001955640604e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.59359428601326e+01	0.00000000000000e+00	1
16	17	18	19	1.00001954558113e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.67626899470962e+01	0.00000000000000e+00	1
17	18	19	20	1.00001955092911e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.80545267394571e+01	0.00000000000000e+00	1
18	19	20	21	1.00001954838857e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	9.63489272554210e+01	0.00000000000000e+00	1
1	2	4	5	1.00009096542967e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.33661382324120e+01	0.00000000000000e+00	1
2	3	5	6	1.00009097711625e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.43847667388115e+01	0.00000000000000e+00	1
3	4	6	7	1.00009101268970e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.40015189084412e+01	0.00000000000000e+00	1
4	5	7	8	1.00009110255220e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.27766350184532e+01	0.00000000000000e+00	1
5	6	8	9	1.00009121902502e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.34312950344285e+01	0.00000000000000e+00	1
6	7	9	10	1.00009123099406e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.23530481941333e+01	0.00000000000000e+00	1
7	8	10	11	1.00009094573967e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.15842689904472e+01	0.00000000000000e+00	1
8	9	11	12	1.00009008710556e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.45549833035865e+01	0.00000000000000e+00	1
9	10	12	13	1.00008967823925e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.39146267368203e+01	0.00000000000000e+00	1
10	11	13	14	1.00009011733701e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.30585238356305e+01	0.00000000000000e+00	1
11	12	14	15	1.00009091279715e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.29530279876600e+01	0.00000000000000e+00	1
12	13	15	16	1.00009128497470e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.19998407755400e+01	0.00000000000000e+00	1
13	14	16	17	1.00009121958152e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.26726786191667e+01	0.00000000000000e+00	1
14	15	17	18	1.00009111061454e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.19167226601484e+01	0.00000000000000e+00	1
15	16	18	19	1.00009103776454e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.29705961527665e+01	0.00000000000000e+00	1
16	17	19	20	1.00009103665372e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.24497729926528e+01	0.00000000000000e+00	1
17	18	20	21	1.00009095305445e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	8.31042647616598e+01	0.00000000000000e+00	1
1	2	5	6	1.00026535572141e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+02	0.00000000000000e+00	7.10675769246662e+01	0.00000000000000e+00	1
2	3	6	7	1.00026531628194e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+02	0.00000000000000e+00	7.19319816899020e+01	0.00000000000000e+00	1
